event,variant,n_stints,rate_mae,rate_bias,rate_cov90,rate_cov95,rate_width90,rate_width95,spearman,mae_lap,lap_cov90
belgium-2026,oracle_race,19,0.04843918468316386,0.02491047064303147,0.5263157894736842,0.6842105263157895,0.0955902737665993,0.11389479427509704,-0.17483002945373002,0.31363327341362496,0.9349112426035503
hungary-2026,sealed,43,0.045562504590816656,0.018507009645745327,0.813953488372093,0.8604651162790697,0.15946370370193308,0.19050367071796656,-0.11274820679590794,0.411034397190919,0.9212121212121213
hungary-2026,sealed_v3,43,0.045562504590816656,0.018507009645745327,0.813953488372093,0.8604651162790697,0.15946370370193308,0.19050367071796656,-0.11274820679590794,0.411034397190919,0.9212121212121213
hungary-2026,practice_only,43,0.04699471115129423,0.02690832547027272,0.8604651162790697,0.8837209302325582,0.1620396384958733,0.19391354138745487,-0.12507624509587814,0.4093853908879409,0.9212121212121213
hungary-2026,practice_no_regime,43,0.047015497667228574,-0.017864378349869054,0.9069767441860465,0.9302325581395349,0.19270751053589635,0.22978389288415,-0.14486162289070878,0.4516484197551855,0.9242424242424242
hungary-2026,sealed_geomean,43,0.04428045639075444,0.007453205198623614,0.813953488372093,0.8837209302325582,0.16950560514556975,0.2025598746273273,-0.14172377410665918,0.4166219925620106,0.9242424242424242
hungary-2026,regime_v2_temperature,43,0.044254229243501746,-0.0036522695054139916,0.9069767441860465,0.9302325581395349,0.1982158430160701,0.23878675886670123,-0.18751787098428435,0.43037534674819455,0.9318181818181818
hungary-2026,regime_v3_pooled,43,0.044136559055661495,0.004194115427915313,0.813953488372093,0.9302325581395349,0.18069000110808553,0.21715955269473827,-0.13642372386167437,0.4204140314247925,0.9303030303030303
hungary-2026,regime_v3_circuit,43,0.045562504618111815,0.018507009400088197,0.813953488372093,0.8604651162790697,0.1594637037019333,0.19050367071796684,-0.22636445798688923,0.411034397190919,0.9212121212121213
hungary-2026,regime_oracle_temperature,43,0.04423821589452363,0.006109702728205985,0.813953488372093,0.8837209302325582,0.16971142421764734,0.20316748249955896,-0.22706374513476824,0.417440855557186,0.9272727272727272
hungary-2026,sealed_perfect_t,43,0.04423821589452363,0.006109702728205985,0.813953488372093,0.8837209302325582,0.16971142421764734,0.20316748249955896,-0.22706374513476824,0.417440855557186,0.9272727272727272
