event,variant,n_stints,rate_mae,rate_bias,rate_cov90,rate_width90,spearman,mae_lap,lap_cov90
barcelona-2026,sealed_perfect_t,31,0.04405052570360827,-0.015052279780119004,0.9032258064516129,0.23522865996627704,0.2066750007954597,0.3950100800886231,0.9552529182879378
barcelona-2026,sealed_driver,31,0.04176981766576307,0.0020662843687892702,0.967741935483871,0.2624952325119751,0.08594776681328659,0.3784730797173828,0.9630350194552529
barcelona-2026,history_only,31,0.05044673484938508,0.03779623564518093,0.5806451612903226,0.0993980857083597,0.09668979731866464,0.4008752847981801,0.8910505836575876
barcelona-2026,mixedlm_x_regime,31,0.06252068168449583,-0.04614175334874694,0.3548387096774194,0.09939808570835967,-0.22001203552544965,0.46932804434809744,0.8443579766536965
barcelona-2026,season_loo,31,0.08700547867884882,0.08570187047958182,0.1935483870967742,0.09939808570835967,0.07989879836735102,0.520530524630786,0.8035019455252919
barcelona-2026,zero,31,0.11869086431624022,0.11869086431624022,0.06451612903225806,0.09939808570835967,,0.6353395440098834,0.7237354085603113
barcelona-2026,oracle_race,31,0.04032492840535775,-0.0027055680968017786,0.6774193548387096,0.09939808570835969,0.18421390673379456,0.3826518574500057,0.9027237354085603
austria-2026,sealed,40,0.03292387999638983,-0.016983582075112646,0.975,0.19905435150067138,-0.0022933919376306334,0.3593628633643465,0.9526226734348562
austria-2026,practice_only,40,0.0362430178827967,-0.02355376437344442,1.0,0.2128515556137162,0.0243227331460284,0.36829452103942234,0.9543147208121827
austria-2026,practice_no_regime,40,0.06404431662538362,-0.061416574924069114,0.775,0.19386600066150356,0.07372611524884798,0.4689839340897268,0.9069373942470389
austria-2026,sealed_geomean,40,0.030631441842356465,-0.009754982740409184,1.0,0.19156876816624316,0.06287391825903134,0.35094420333797605,0.949238578680203
austria-2026,sealed_perfect_t,40,0.0343322813143606,-0.020173589943431235,0.975,0.19737644876390578,0.02582025599784784,0.3638803391778484,0.949238578680203
austria-2026,sealed_driver,40,0.03629402985783251,-0.022555665150952482,0.95,0.20498999277957694,0.1233872893436277,0.3593628633643465,0.9526226734348562
austria-2026,history_only,35,0.02842746010263691,0.001270194679698667,0.7714285714285715,0.09957688505361117,0.0907749928031718,0.33712170227724697,0.9217877094972067
austria-2026,mixedlm_x_regime,40,0.04149486010842945,-0.025438687683927125,0.65,0.10581630270170798,-0.006738857473816956,0.37347377028570306,0.8967851099830795
austria-2026,season_loo,40,0.043465072922380284,0.030776251735101335,0.7,0.10581630270170798,-0.03341578912159811,0.38383565664340585,0.9035532994923858
austria-2026,zero,40,0.07443690723832506,0.07305355563430492,0.225,0.10581630270170798,,0.5016034151596898,0.8291032148900169
austria-2026,oracle_race,40,0.030300683102312664,0.0008224511836743751,0.8,0.10581630270170798,0.014093243330142181,0.35029509607573145,0.9137055837563451
belgium-2026,sealed,19,0.05234410482926047,-0.04558777094975741,1.0,0.19851066370403608,0.028331999871919412,0.3744288766173864,0.9615384615384616
belgium-2026,practice_only,19,0.0831344353509116,-0.08154571944166213,0.8421052631578947,0.25503060383445203,-0.2181555352842521,0.5166847029980676,0.9556213017751479
belgium-2026,practice_no_regime,19,0.11438464423545879,-0.11438464423545879,0.42105263157894735,0.23935801010899177,-0.5001608434306717,0.6623115044140719,0.8994082840236687
belgium-2026,sealed_geomean,19,0.04075728527972802,-0.03090970355779385,1.0,0.1855355935474955,-0.07882544191057644,0.32579891000095673,0.9733727810650887
belgium-2026,sealed_perfect_t,19,0.03105070060460728,-0.01491948419982374,1.0,0.16593714169292717,0.028331999871919412,0.28962109922476115,0.9704142011834319
belgium-2026,sealed_driver,19,0.061373383421562636,-0.0555535503590978,0.8947368421052632,0.20728771800493972,0.1105263157894737,0.3744288766173864,0.9615384615384616
belgium-2026,history_only,19,0.02618248287237593,0.005806058865899328,0.8947368421052632,0.0955902737665993,-0.13252527616584803,0.2778467116841316,0.9556213017751479
belgium-2026,mixedlm_x_regime,19,0.07271837975680559,-0.06939966581088286,0.10526315789473684,0.09559027376659933,-0.3898146536960431,0.4582864885525044,0.849112426035503
belgium-2026,season_loo,19,0.04160279272841887,0.030903000781971997,0.5789473684210527,0.09559027376659932,-0.27263314840900404,0.3052344476101753,0.9319526627218935
belgium-2026,zero,19,0.07084107307829227,0.07084107307829227,0.21052631578947367,0.09559027376659932,,0.42882301816495044,0.8609467455621301
belgium-2026,oracle_race,19,0.04843918468316152,0.024910470643025644,0.5263157894736842,0.09559027376659932,-0.4053228077905975,0.31363327341362496,0.9349112426035503
hungary-2026,sealed,43,0.044091487396936975,-0.004186235828744333,0.9069767441860465,0.19877148385501037,-0.17436929079443161,0.4301825372894496,0.9333333333333333
hungary-2026,practice_only,43,0.04487323389101422,-0.007298754035270503,0.9534883720930233,0.22203784559474876,-0.1264345554431462,0.4296840532088676,0.95
hungary-2026,practice_no_regime,43,0.04714200073218297,-0.019023625740359082,0.8837209302325582,0.19242318902584118,-0.14486162289070878,0.4539557172122594,0.9272727272727272
hungary-2026,sealed_geomean,43,0.04531486075594473,0.01689932638849018,0.8372093023255814,0.1749073399284418,-0.198099517577007,0.4114786181144976,0.9272727272727272
hungary-2026,sealed_perfect_t,43,0.04881017744546883,-0.022559947267983126,0.9069767441860465,0.19227097099720128,-0.1336456089687042,0.4662603350132388,0.9242424242424242
hungary-2026,sealed_driver,43,0.051173206194309165,-0.009638055678108555,0.8837209302325582,0.20493396551860893,-0.3089007320642114,0.4301825372894496,0.9333333333333333
hungary-2026,history_only,43,0.04533142208258394,0.0010127956696917592,0.6976744186046512,0.10404141261615917,-0.14832871294600813,0.4339340944281172,0.8606060606060606
hungary-2026,mixedlm_x_regime,43,0.054460513080107215,-0.015965729066617935,0.46511627906976744,0.10404141261615917,0.045330509288678024,0.44971831686515756,0.8545454545454545
hungary-2026,season_loo,43,0.05250034405723415,0.03486824049656754,0.5581395348837209,0.10404141261615917,-0.17019922475074928,0.4310640740220951,0.8818181818181818
hungary-2026,zero,43,0.0827341309614186,0.07951409790608775,0.23255813953488372,0.10404141261615917,,0.5156494742712049,0.8151515151515152
hungary-2026,oracle_race,43,0.04185511734200952,0.00969230881297118,0.627906976744186,0.10404141261615917,0.15053847464756206,0.4130193299104001,0.8787878787878788
italy-2026,sealed,21,0.030334324895567998,-0.0088665503063647,0.9523809523809523,0.12274222311535965,-0.05228869856160021,0.2975013101603747,0.9701149425287356
italy-2026,practice_only,21,0.031113999772657597,0.01736569383292494,0.7619047619047619,0.09162634287516296,-0.02101945096556356,0.2947435930779498,0.9494252873563218
italy-2026,practice_no_regime,21,0.028790647856111202,0.007824595305710889,0.9523809523809523,0.1110351784466016,-0.036808504798819364,0.2784397729103148,0.9655172413793104
italy-2026,sealed_geomean,21,0.032179013811212805,-0.016801621624850497,0.8571428571428571,0.1345958711865003,-0.03678403918973623,0.3247645144550909,0.9655172413793104
italy-2026,sealed_perfect_t,21,0.032949124175161014,-0.01895212310285695,0.8571428571428571,0.1366133703885065,-0.042940875550823786,0.334431263408494,0.9655172413793104
italy-2026,sealed_driver,21,0.03327291261938149,-0.014327960873794388,0.8571428571428571,0.13154811912504522,-0.03506493506493507,0.2975013101603747,0.9701149425287356
italy-2026,history_only,19,0.041084521170911346,-0.03686049932624409,0.3684210526315789,0.06412011948506569,-0.0690292517269669,0.4358468130681032,0.8816425120772947
italy-2026,mixedlm_x_regime,21,0.030540606598397704,0.014469591802138351,0.5714285714285714,0.0688099222258513,0.2578133742059031,0.2940291700058726,0.9379310344827586
italy-2026,season_loo,21,0.03784289262687536,-0.027768685961605515,0.5238095238095238,0.06880992222585129,-0.10807328312671698,0.39158028135536943,0.9057471264367816
italy-2026,zero,21,0.03464809603818807,0.027236820686250156,0.5714285714285714,0.0688099222258513,,0.33002249473296597,0.9172413793103448
italy-2026,oracle_race,21,0.03237687288575859,0.013348213193692364,0.5714285714285714,0.0688099222258513,-0.06043092152599524,0.3093399196362065,0.9356321839080459
